time,NETWORK_B-110_Upu_value,NETWORK_B-111_Upu_value,NETWORK_B-112_Upu_value,NETWORK_B-113_Upu_value,NETWORK_B-114_Upu_value,NETWORK_B-115_Upu_value,NETWORK_B-116_Upu_value,NETWORK_B-117_Upu_value,NETWORK_B-118_Upu_value,NETWORK_B-119_Upu_value,NETWORK_B-120_Upu_value,NETWORK_B-121_Upu_value,NETWORK_B-122_Upu_value,NETWORK_B-123_Upu_value,NETWORK_B-124_Upu_value,121_NUCLEAR_1_generator_thetaInternal_value,122_HYDRO_1_generator_thetaInternal_value
5.067658,0.778612,0.677958,0.720951,0.718146,0.589393,0.304173,0.395544,0.242229,0.165778,0.524517,0.639946,0.048646,0.333478,0.704093,0.410293,1.382713,-0.123307
5.067679,0.778601,0.677948,0.720942,0.718136,0.589383,0.304167,0.395536,0.242223,0.165774,0.524509,0.639937,0.048644,0.333475,0.704084,0.410285,1.382738,-0.123293
5.067721,0.778579,0.677929,0.720922,0.718118,0.589364,0.304154,0.395522,0.242212,0.165768,0.524493,0.63992,0.04864,0.33347,0.704067,0.410271,1.382787,-0.123262
5.067804,0.778535,0.67789,0.720884,0.718081,0.589325,0.30413,0.395492,0.242189,0.165754,0.52446,0.639886,0.048633,0.33346,0.704032,0.410241,1.382886,-0.123201
5.06797,0.778447,0.677812,0.720807,0.718007,0.589249,0.30408,0.395432,0.242145,0.165726,0.524395,0.639817,0.048618,0.33344,0.703962,0.410181,1.383085,-0.123079
5.068302,0.778272,0.677657,0.720653,0.717861,0.589096,0.303981,0.395314,0.242055,0.16567,0.524264,0.63968,0.048589,0.3334,0.703823,0.410063,1.383488,-0.122832
5.068966,0.777925,0.67735,0.720349,0.71757,0.588794,0.303784,0.395078,0.241876,0.16556,0.524006,0.639409,0.04853,0.333319,0.703547,0.409828,1.384308,-0.122329
5.070295,0.777242,0.676746,0.71975,0.716997,0.588199,0.303396,0.394614,0.241521,0.16534,0.523497,0.638875,0.048413,0.333166,0.703004,0.409365,1.386004,-0.121321
5.072952,0.775921,0.675576,0.71859,0.715887,0.58705,0.302642,0.393708,0.240817,0.164906,0.522506,0.63784,0.048185,0.332897,0.701953,0.408465,1.389605,-0.119279
5.074263,0.775289,0.675017,0.718036,0.715356,0.586502,0.302279,0.393273,0.240475,0.164695,0.522031,0.637344,0.048074,0.332765,0.701451,0.408033,1.391496,-0.118196
5.074263,0.775289,0.675017,0.718036,0.715356,0.586502,0.302279,0.393273,0.240475,0.164695,0.522031,0.637344,0.048074,0.332765,0.701451,0.408033,1.391496,-0.118196
5.074263,0.775289,0.675017,0.718036,0.715356,0.586502,0.302279,0.393273,0.240475,0.164695,0.522031,0.637344,0.048074,0.332765,0.701451,0.408033,1.391496,-0.118196
5.074885,0.774994,0.674755,0.717776,0.715108,0.586246,0.30211,0.393069,0.240313,0.164596,0.521809,0.637112,0.048022,0.332702,0.701217,0.407831,1.39242,-0.117665
5.074885,0.774993,0.674755,0.717776,0.715108,0.586245,0.302109,0.393068,0.240311,0.164595,0.521808,0.637112,0.048022,0.332695,0.701216,0.40783,1.392418,-0.117706
5.074896,0.774988,0.674751,0.717772,0.715104,0.586241,0.302107,0.393066,0.24031,0.164594,0.521805,0.637108,0.048021,0.332703,0.701213,0.407827,1.392435,-0.117664
5.074908,0.774983,0.674746,0.717767,0.715099,0.586237,0.302104,0.393062,0.240307,0.164592,0.521801,0.637104,0.04802,0.332702,0.701208,0.407823,1.392451,-0.117654
5.07493,0.774972,0.674737,0.717758,0.715091,0.586228,0.302098,0.393055,0.240301,0.164588,0.521793,0.637096,0.048019,0.332699,0.7012,0.407816,1.392485,-0.117637
5.074974,0.774951,0.674718,0.71774,0.715073,0.586209,0.302085,0.39304,0.24029,0.164581,0.521777,0.637079,0.048015,0.332695,0.701183,0.407802,1.392552,-0.117596
5.075064,0.774909,0.674681,0.717703,0.715038,0.586173,0.302061,0.393011,0.240266,0.164567,0.521745,0.637046,0.048007,0.332685,0.70115,0.407773,1.392687,-0.117517
5.075242,0.774826,0.674607,0.717629,0.714967,0.5861,0.302013,0.392953,0.24022,0.164539,0.521682,0.63698,0.047993,0.332667,0.701083,0.407715,1.392957,-0.11736
5.0756,0.774658,0.674459,0.717482,0.714827,0.585955,0.301917,0.392837,0.240128,0.164482,0.521556,0.636849,0.047963,0.332629,0.700951,0.4076,1.393502,-0.117043
5.076314,0.774327,0.674166,0.717191,0.714548,0.585669,0.301725,0.392607,0.239944,0.164369,0.521305,0.636589,0.047904,0.332548,0.700687,0.407373,1.394612,-0.116378
5.076838,0.774086,0.673953,0.71698,0.714346,0.58546,0.301586,0.39244,0.239809,0.164286,0.521123,0.6364,0.047861,0.332484,0.700496,0.407207,1.395443,-0.115864
5.076838,0.774086,0.673953,0.71698,0.714346,0.58546,0.301586,0.39244,0.239809,0.164286,0.521123,0.6364,0.047861,0.332484,0.700496,0.407207,1.395443,-0.115864
5.07685,0.774081,0.673948,0.716975,0.714341,0.585456,0.301583,0.392436,0.239806,0.164284,0.521119,0.636395,0.04786,0.332481,0.700492,0.407203,1.395464,-0.115847
5.076862,0.774076,0.673943,0.71697,0.714336,0.585451,0.30158,0.392433,0.239803,0.164282,0.521115,0.636391,0.047859,0.332479,0.700488,0.407199,1.395483,-0.115835
5.076874,0.77407,0.673939,0.716966,0.714332,0.585446,0.301577,0.392429,0.2398,0.164281,0.521111,0.636387,0.047858,0.332478,0.700483,0.407196,1.395502,-0.115823
5.076874,0.77407,0.673939,0.716966,0.714332,0.585446,0.301577,0.392429,0.2398,0.164281,0.521111,0.636387,0.047858,0.332479,0.700483,0.407196,1.395501,-0.115825
5.076886,0.774064,0.673933,0.716961,0.714327,0.585441,0.301573,0.392425,0.239797,0.164279,0.521107,0.636382,0.047857,0.332476,0.700479,0.407192,1.395522,-0.115811
5.076899,0.774059,0.673928,0.716956,0.714322,0.585436,0.30157,0.392421,0.239794,0.164277,0.521102,0.636378,0.047856,0.332474,0.700474,0.407188,1.395542,-0.115798
5.076924,0.774047,0.673918,0.716945,0.714312,0.585426,0.301563,0.392413,0.239787,0.164273,0.521093,0.636369,0.047854,0.332471,0.700465,0.40718,1.395583,-0.115773
5.076969,0.774027,0.6739,0.716928,0.714295,0.585409,0.301552,0.392399,0.239776,0.164266,0.521078,0.636353,0.04785,0.332465,0.700449,0.407166,1.395654,-0.115728
5.076969,0.774027,0.6739,0.716928,0.714295,0.585409,0.301552,0.392399,0.239776,0.164266,0.521078,0.636353,0.04785,0.332465,0.700449,0.407166,1.395654,-0.115728
5.076975,0.774024,0.673898,0.716925,0.714293,0.585406,0.30155,0.392397,0.239774,0.164265,0.521076,0.636351,0.04785,0.332465,0.700446,0.407164,1.395664,-0.115722
5.077077,0.773977,0.673857,0.716884,0.714254,0.585366,0.301523,0.392364,0.239748,0.164249,0.521041,0.636314,0.047842,0.332452,0.70041,0.407132,1.395828,-0.11562
5.07728,0.773885,0.673775,0.716803,0.714176,0.585286,0.30147,0.3923,0.239697,0.164217,0.520971,0.636241,0.047825,0.332426,0.700336,0.407068,1.396156,-0.115414
5.077686,0.773701,0.673612,0.716642,0.714021,0.585127,0.301363,0.392172,0.239593,0.164153,0.520831,0.636097,0.047792,0.332368,0.70019,0.406941,1.396821,-0.11498
5.078497,0.773337,0.67329,0.716321,0.713715,0.584812,0.301151,0.391917,0.239387,0.164026,0.520555,0.63581,0.047726,0.332261,0.699901,0.406689,1.398167,-0.114125
5.080121,0.772621,0.672656,0.715692,0.713111,0.584193,0.300733,0.391415,0.238975,0.163774,0.520009,0.635245,0.047595,0.332058,0.699331,0.406192,1.400929,-0.112388
5.083234,0.771292,0.671479,0.714523,0.711989,0.583045,0.299951,0.390473,0.238193,0.163294,0.518991,0.634194,0.047349,0.331728,0.698274,0.405264,1.406473,-0.109009
5.083234,0.771292,0.671479,0.714523,0.711989,0.583045,0.299951,0.390473,0.238193,0.163294,0.518991,0.634194,0.047349,0.331728,0.698274,0.405264,1.406473,-0.109009
5.083249,0.771286,0.671474,0.714517,0.711984,0.583039,0.299948,0.390469,0.238189,0.163291,0.518986,0.634189,0.047347,0.331727,0.698269,0.40526,1.4065,-0.108996
5.083264,0.77128,0.671468,0.714511,0.711978,0.583034,0.299944,0.390464,0.238186,0.163289,0.518981,0.634184,0.047346,0.331726,0.698264,0.405255,1.406528,-0.108979
5.083295,0.771267,0.671457,0.7145,0.711968,0.583023,0.299937,0.390455,0.238178,0.163284,0.518971,0.634174,0.047344,0.331723,0.698254,0.405247,1.406584,-0.108945
5.083355,0.771242,0.671434,0.714478,0.711946,0.583001,0.299922,0.390438,0.238163,0.163275,0.518952,0.634154,0.047339,0.331716,0.698234,0.405229,1.406695,-0.108877
5.083476,0.771192,0.67139,0.714434,0.711904,0.582958,0.299892,0.390402,0.238133,0.163256,0.518913,0.634115,0.04733,0.331704,0.698194,0.405193,1.406918,-0.10874
5.083718,0.771091,0.671301,0.714345,0.711819,0.582871,0.299832,0.39033,0.238072,0.16322,0.518836,0.634035,0.047311,0.331679,0.698114,0.405123,1.407367,-0.108466
5.084202,0.770891,0.671124,0.714169,0.71165,0.582698,0.299714,0.390187,0.237952,0.163146,0.518681,0.633876,0.047273,0.33163,0.697954,0.404982,1.408271,-0.107911
5.08517,0.770496,0.670773,0.71382,0.711314,0.582356,0.299478,0.389903,0.237712,0.162998,0.518375,0.633562,0.047198,0.331534,0.697639,0.404703,1.410102,-0.106787
5.085182,0.770491,0.670768,0.713816,0.71131,0.582352,0.299475,0.389899,0.237709,0.162996,0.518371,0.633558,0.047197,0.331532,0.697635,0.4047,1.410125,-0.106773
5.085182,0.770491,0.670768,0.713816,0.71131,0.582352,0.299475,0.389899,0.237709,0.162996,0.518371,0.633558,0.047197,0.331532,0.697635,0.4047,1.410125,-0.106773
5.085197,0.770484,0.670763,0.713811,0.711305,0.582347,0.299472,0.389895,0.237705,0.162994,0.518366,0.633553,0.047195,0.331531,0.69763,0.404695,1.410154,-0.106755
5.085212,0.770478,0.670757,0.713805,0.7113,0.582341,0.299468,0.389891,0.237701,0.162992,0.518362,0.633548,0.047194,0.331529,0.697625,0.404691,1.410183,-0.106737
5.085243,0.770466,0.670746,0.713794,0.711289,0.58233,0.29946,0.389882,0.237693,0.162987,0.518352,0.633538,0.047192,0.331526,0.697615,0.404682,1.410242,-0.1067
5.085304,0.770441,0.670724,0.713772,0.711268,0.582309,0.299446,0.389864,0.237678,0.162978,0.518333,0.633518,0.047187,0.33152,0.697595,0.404665,1.41036,-0.106627
5.085426,0.770391,0.67068,0.713728,0.711226,0.582266,0.299416,0.389828,0.237648,0.162959,0.518294,0.633479,0.047178,0.331507,0.697556,0.40463,1.410595,-0.106481
5.085671,0.770292,0.670592,0.713641,0.711142,0.58218,0.299357,0.389757,0.237587,0.162922,0.518218,0.6334,0.047159,0.331481,0.697477,0.40456,1.411067,-0.106185
5.086161,0.770095,0.670417,0.713467,0.710975,0.58201,0.299239,0.389615,0.237466,0.162848,0.518065,0.633243,0.047121,0.331427,0.697319,0.40442,1.412022,-0.105579
5.087141,0.769705,0.670071,0.713123,0.710644,0.581673,0.299005,0.389333,0.237225,0.1627,0.517761,0.632932,0.047045,0.331307,0.697008,0.404144,1.413965,-0.104311
5.088721,0.769086,0.669521,0.712576,0.710117,0.581137,0.298631,0.388883,0.236837,0.162462,0.517278,0.632438,0.046924,0.331107,0.696513,0.403702,1.417182,-0.102177
5.088721,0.769086,0.669521,0.712576,0.710117,0.581137,0.298631,0.388883,0.236838,0.162462,0.517278,0.632438,0.046924,0.331103,0.696513,0.403702,1.417185,-0.102163
5.088737,0.76908,0.669515,0.71257,0.710112,0.581132,0.298628,0.388878,0.236834,0.16246,0.517273,0.632433,0.046922,0.331101,0.696508,0.403698,1.417217,-0.102143
5.088753,0.769074,0.66951,0.712565,0.710107,0.581127,0.298624,0.388874,0.23683,0.162457,0.517268,0.632428,0.046921,0.331099,0.696503,0.403694,1.41725,-0.102121
5.088785,0.769061,0.669499,0.712554,0.710096,0.581116,0.298616,0.388865,0.236822,0.162453,0.517258,0.632418,0.046919,0.331095,0.696493,0.403685,1.417316,-0.102078
5.088849,0.769036,0.669477,0.712532,0.710075,0.581095,0.298601,0.388846,0.236806,0.162443,0.517239,0.632398,0.046914,0.331087,0.696473,0.403667,1.417448,-0.101991
5.088977,0.768987,0.669433,0.712488,0.710033,0.581052,0.298571,0.38881,0.236775,0.162424,0.5172,0.632358,0.046904,0.331072,0.696434,0.403632,1.417712,-0.101817
5.089233,0.768888,0.669345,0.712401,0.709949,0.580966,0.298512,0.388738,0.236712,0.162385,0.517123,0.632279,0.046885,0.331041,0.696355,0.403561,1.418243,-0.101467
5.089744,0.768692,0.66917,0.712227,0.709782,0.580796,0.298392,0.388594,0.236587,0.162309,0.516969,0.632122,0.046845,0.33098,0.696197,0.40342,1.41931,-0.100762
5.090767,0.768303,0.668824,0.711882,0.70945,0.580459,0.298155,0.388308,0.236338,0.162156,0.516662,0.63181,0.046768,0.33087,0.695886,0.403141,1.421464,-0.099364
5.091223,0.768131,0.668671,0.71173,0.709303,0.58031,0.29805,0.388181,0.236226,0.162087,0.516526,0.631672,0.046733,0.330823,0.695748,0.403017,1.422434,-0.098736
5.091223,0.768131,0.668671,0.71173,0.709303,0.58031,0.29805,0.388181,0.236226,0.162087,0.516526,0.631672,0.046733,0.330823,0.695748,0.403017,1.422434,-0.098736
5.09124,0.768124,0.668665,0.711724,0.709297,0.580304,0.298046,0.388177,0.236222,0.162085,0.516521,0.631666,0.046732,0.330823,0.695742,0.403012,1.422469,-0.098717
5.091257,0.768118,0.668659,0.711719,0.709292,0.580299,0.298042,0.388172,0.236218,0.162082,0.516516,0.631661,0.04673,0.330822,0.695737,0.403008,1.422506,-0.098693
5.091292,0.768105,0.668648,0.711707,0.709281,0.580288,0.298034,0.388162,0.23621,0.162077,0.516506,0.631651,0.046728,0.330818,0.695727,0.402998,1.42258,-0.098646
5.091361,0.768079,0.668625,0.711684,0.709259,0.580265,0.298018,0.388143,0.236193,0.162067,0.516485,0.63163,0.046723,0.330811,0.695706,0.40298,1.422727,-0.098551
5.091498,0.768027,0.668578,0.711639,0.709214,0.58022,0.297987,0.388105,0.236159,0.162046,0.516445,0.631588,0.046712,0.330798,0.695665,0.402942,1.423022,-0.09836
5.091774,0.767924,0.668487,0.711547,0.709126,0.580131,0.297923,0.388029,0.236092,0.162005,0.516363,0.631505,0.046691,0.33077,0.695582,0.402868,1.423615,-0.097978
5.092325,0.767719,0.668303,0.711365,0.708951,0.579953,0.297797,0.387876,0.235958,0.161923,0.5162,0.63134,0.046649,0.330716,0.695417,0.402719,1.424808,-0.097206
5.092466,0.767667,0.668257,0.711319,0.708906,0.579908,0.297765,0.387838,0.235924,0.161902,0.516159,0.631298,0.046639,0.330703,0.695375,0.402682,1.425113,-0.097009
5.092466,0.767667,0.668257,0.711319,0.708906,0.579908,0.297765,0.387838,0.235924,0.161902,0.516159,0.631298,0.046639,0.330703,0.695375,0.402682,1.425113,-0.097009
5.093008,0.767466,0.668078,0.711141,0.708735,0.579734,0.297642,0.387689,0.235792,0.161821,0.516,0.631136,0.046598,0.33065,0.695214,0.402537,1.426299,-0.09624
5.093008,0.767466,0.668078,0.711141,0.708735,0.579734,0.297642,0.387689,0.235792,0.161821,0.516,0.631136,0.046598,0.33065,0.695214,0.402537,1.426299,-0.09624
5.093026,0.76746,0.668073,0.711135,0.708729,0.579728,0.297638,0.387684,0.235787,0.161818,0.515995,0.631131,0.046596,0.330648,0.695209,0.402532,1.426338,-0.096213
5.093043,0.767453,0.668067,0.71113,0.708724,0.579722,0.297634,0.387679,0.235783,0.161815,0.51599,0.631126,0.046595,0.330646,0.695204,0.402527,1.426376,-0.096188
5.093078,0.76744,0.668055,0.711118,0.708713,0.579711,0.297626,0.387669,0.235775,0.16181,0.515979,0.631116,0.046592,0.330643,0.695194,0.402518,1.426453,-0.096138
5.093148,0.767415,0.668033,0.711096,0.708691,0.579689,0.29761,0.38765,0.235758,0.1618,0.515959,0.631095,0.046587,0.330636,0.695173,0.402499,1.426606,-0.096038
5.093287,0.767364,0.667987,0.71105,0.708647,0.579645,0.297579,0.387612,0.235724,0.161779,0.515918,0.631054,0.046577,0.330624,0.695132,0.402462,1.426912,-0.095843
5.093566,0.767262,0.667896,0.71096,0.70856,0.579556,0.297515,0.387536,0.235656,0.161738,0.515837,0.630971,0.046556,0.330598,0.69505,0.402388,1.427528,-0.095444
5.094123,0.767058,0.667714,0.710779,0.708385,0.579379,0.29739,0.387384,0.235521,0.161655,0.515675,0.630807,0.046514,0.330546,0.694886,0.40224,1.428766,-0.094639
5.095238,0.766656,0.667354,0.710421,0.70804,0.579029,0.297139,0.387082,0.235251,0.161489,0.515353,0.630481,0.04643,0.330446,0.694562,0.401946,1.431272,-0.09301
5.097467,0.765865,0.666647,0.709718,0.70736,0.578341,0.296644,0.386484,0.234713,0.161158,0.514718,0.629839,0.046262,0.330208,0.693925,0.401366,1.436441,-0.089519
5.099105,0.765296,0.666137,0.709211,0.706869,0.577845,0.296284,0.386049,0.234318,0.160916,0.514257,0.629375,0.046139,0.330036,0.693464,0.400946,1.440343,-0.086865
5.099105,0.765296,0.666138,0.709211,0.706869,0.577845,0.296284,0.38605,0.234319,0.160916,0.514258,0.629376,0.046139,0.330016,0.693465,0.400946,1.440358,-0.086796
5.099123,0.76529,0.666132,0.709205,0.706864,0.57784,0.29628,0.386045,0.234314,0.160913,0.514253,0.62937,0.046138,0.330014,0.69346,0.400941,1.440402,-0.086777
5.099142,0.765284,0.666126,0.7092,0.706859,0.577834,0.296276,0.38604,0.23431,0.160911,0.514248,0.629365,0.046137,0.330012,0.693454,0.400937,1.440447,-0.086746
5.099178,0.765271,0.666115,0.709189,0.706848,0.577823,0.296268,0.38603,0.234301,0.160905,0.514237,0.629355,0.046134,0.330008,0.693444,0.400927,1.440535,-0.086685
5.099252,0.765246,0.666092,0.709166,0.706826,0.577801,0.296252,0.386011,0.234283,0.160894,0.514217,0.629334,0.046128,0.33,0.693424,0.400908,1.440713,-0.086563
5.099398,0.765196,0.666047,0.709121,0.706782,0.577757,0.29622,0.385972,0.234248,0.160873,0.514176,0.629293,0.046117,0.329984,0.693383,0.400871,1.441068,-0.086319
5.099692,0.765095,0.665957,0.709031,0.706696,0.57767,0.296156,0.385895,0.234177,0.160829,0.514094,0.629211,0.046095,0.329953,0.693302,0.400797,1.441781,-0.085828
5.100279,0.764895,0.665777,0.708853,0.706523,0.577495,0.296029,0.385741,0.234036,0.160742,0.513931,0.629047,0.046051,0.329896,0.69314,0.400648,1.44321,-0.084857
5.101452,0.764499,0.665421,0.708498,0.706179,0.577148,0.295775,0.385434,0.233754,0.160569,0.513607,0.628722,0.045964,0.329789,0.692818,0.400352,1.446098,-0.082904
5.10164,0.764436,0.665364,0.708442,0.706125,0.577092,0.295734,0.385385,0.233709,0.160541,0.513556,0.62867,0.04595,0.329773,0.692767,0.400304,1.446563,-0.082589
5.10164,0.764436,0.665364,0.708442,0.706125,0.577092,0.295734,0.385385,0.233709,0.160541,0.513556,0.62867,0.04595,0.329773,0.692767,0.400304,1.446563,-0.082589
5.10164,0.764436,0.665364,0.708442,0.706125,0.577092,0.295734,0.385385,0.233709,0.160541,0.513556,0.62867,0.04595,0.329773,0.692767,0.400304,1.446563,-0.082589
5.1038,0.763719,0.664719,0.707801,0.705502,0.576464,0.295271,0.384826,0.233189,0.160221,0.512966,0.62808,0.045788,0.329593,0.692184,0.399766,1.451997,-0.07891
5.106913,0.762711,0.663808,0.706896,0.704623,0.575576,0.294611,0.384028,0.232441,0.15976,0.512129,0.627246,0.045554,0.32932,0.691362,0.399,1.460101,-0.073313
5.106913,0.762711,0.663808,0.706896,0.704623,0.575576,0.294611,0.384028,0.232441,0.15976,0.512129,0.627246,0.045554,0.329322,0.691362,0.399,1.460099,-0.073321
5.106933,0.762705,0.663803,0.70689,0.704617,0.575571,0.294607,0.384023,0.232436,0.159757,0.512124,0.62724,0.045553,0.32932,0.691357,0.398995,1.460152,-0.073281
5.106953,0.762699,0.663797,0.706885,0.704612,0.575565,0.294603,0.384018,0.232431,0.159754,0.512118,0.627235,0.045551,0.329319,0.691351,0.39899,1.460206,-0.073244
5.106993,0.762686,0.663785,0.706873,0.704601,0.575554,0.294594,0.384008,0.232422,0.159748,0.512108,0.627224,0.045548,0.329315,0.691341,0.398981,1.460312,-0.07317
5.107073,0.76266,0.663762,0.70685,0.704578,0.575531,0.294578,0.383988,0.232402,0.159736,0.512086,0.627203,0.045542,0.329307,0.69132,0.398961,1.460525,-0.07302
5.107233,0.762609,0.663716,0.706804,0.704534,0.575486,0.294544,0.383947,0.232364,0.159713,0.512044,0.627161,0.04553,0.329292,0.691278,0.398922,1.460952,-0.07272
5.107553,0.762508,0.663624,0.706713,0.704445,0.575397,0.294477,0.383866,0.232287,0.159665,0.511959,0.627076,0.045506,0.329263,0.691195,0.398844,1.461809,-0.072119
5.107574,0.762501,0.663618,0.706707,0.704439,0.575391,0.294472,0.38386,0.232282,0.159662,0.511953,0.627071,0.045505,0.329261,0.69119,0.398839,1.461866,-0.072079
5.107574,0.762501,0.663618,0.706707,0.704439,0.575391,0.294472,0.38386,0.232282,0.159662,0.511953,0.627071,0.045505,0.329261,0.69119,0.398839,1.461866,-0.072079
5.108194,0.762305,0.663441,0.706531,0.704268,0.575218,0.294342,0.383703,0.232133,0.15957,0.511789,0.626908,0.045458,0.329203,0.69103,0.398689,1.463532,-0.070908
5.109428,0.761919,0.66309,0.706183,0.703929,0.574876,0.294085,0.383392,0.231837,0.159388,0.511464,0.626585,0.045365,0.329069,0.690713,0.398391,1.466903,-0.068485
5.109428,0.761919,0.66309,0.706183,0.703929,0.574876,0.294085,0.383392,0.231837,0.159388,0.511464,0.626585,0.045365,0.329069,0.690713,0.398391,1.466903,-0.068485
5.109428,0.761919,0.66309,0.706183,0.703929,0.574876,0.294085,0.383392,0.231837,0.159387,0.511464,0.626585,0.045365,0.329069,0.690713,0.398391,1.466904,-0.068485
5.109428,0.761919,0.66309,0.706183,0.703929,0.574876,0.294085,0.383392,0.231837,0.159387,0.511464,0.626585,0.045365,0.329069,0.690713,0.398391,1.466904,-0.068485
5.109449,0.761913,0.663085,0.706177,0.703923,0.57487,0.29408,0.383387,0.231832,0.159384,0.511459,0.62658,0.045364,0.329066,0.690708,0.398387,1.466961,-0.068442
5.109469,0.761906,0.663079,0.706171,0.703918,0.574865,0.294076,0.383382,0.231828,0.159381,0.511453,0.626575,0.045362,0.329064,0.690702,0.398382,1.467016,-0.068403
5.109509,0.761894,0.663067,0.70616,0.703906,0.574854,0.294068,0.383372,0.231818,0.159375,0.511443,0.626564,0.045359,0.329061,0.690692,0.398372,1.467127,-0.068324
5.109591,0.761868,0.663045,0.706137,0.703884,0.574831,0.294051,0.383352,0.231798,0.159363,0.511422,0.626543,0.045353,0.329053,0.690671,0.398352,1.46735,-0.068166
5.109753,0.761818,0.662999,0.706092,0.70384,0.574787,0.294017,0.383311,0.231759,0.159339,0.511379,0.626501,0.045341,0.329038,0.69063,0.398313,1.467796,-0.067851
5.110077,0.761717,0.662907,0.706001,0.703752,0.574697,0.29395,0.383229,0.231681,0.159291,0.511294,0.626417,0.045316,0.329011,0.690547,0.398236,1.468688,-0.067225
5.110726,0.761517,0.662725,0.70582,0.703575,0.57452,0.293815,0.383067,0.231526,0.159195,0.511124,0.626249,0.045267,0.328959,0.690383,0.39808,1.47048,-0.06597
5.112023,0.761119,0.662364,0.705461,0.703225,0.574166,0.293546,0.382742,0.231213,0.159002,0.510787,0.625915,0.045169,0.328861,0.690056,0.397771,1.474103,-0.063439
5.11332,0.760726,0.662005,0.705106,0.702878,0.573816,0.293279,0.382419,0.230901,0.15881,0.510451,0.625584,0.045071,0.328769,0.689732,0.397463,1.477775,-0.060872
5.114138,0.760481,0.661781,0.704883,0.702661,0.573597,0.293111,0.382216,0.230704,0.158688,0.51024,0.625376,0.045009,0.328709,0.689529,0.39727,1.480117,-0.059224
