time,NETWORK_B-110_Upu_value,NETWORK_B-111_Upu_value,NETWORK_B-112_Upu_value,NETWORK_B-113_Upu_value,NETWORK_B-114_Upu_value,NETWORK_B-115_Upu_value,NETWORK_B-116_Upu_value,NETWORK_B-117_Upu_value,NETWORK_B-118_Upu_value,NETWORK_B-119_Upu_value,NETWORK_B-120_Upu_value,NETWORK_B-121_Upu_value,NETWORK_B-122_Upu_value,NETWORK_B-123_Upu_value,NETWORK_B-124_Upu_value,121_NUCLEAR_1_generator_thetaInternal_value,122_HYDRO_1_generator_thetaInternal_value
5.018488,0.825977,0.722622,0.764678,0.760409,0.635819,0.334407,0.430603,0.261566,0.178447,0.563096,0.681011,0.056157,0.319884,0.746346,0.444827,1.422172,-0.126496
5.018488,0.825977,0.722622,0.764678,0.760409,0.635819,0.334407,0.430603,0.261566,0.178447,0.563096,0.681011,0.056157,0.319884,0.746346,0.444827,1.422172,-0.126496
5.018493,0.825968,0.722613,0.764669,0.760401,0.63581,0.3344,0.430595,0.261563,0.178445,0.563088,0.681002,0.056156,0.319893,0.746337,0.444819,1.422152,-0.12649
5.018498,0.825959,0.722605,0.76466,0.760392,0.6358,0.334393,0.430588,0.26156,0.178443,0.56308,0.680994,0.056155,0.319902,0.746328,0.444812,1.422131,-0.126484
5.018508,0.825942,0.722587,0.764643,0.760375,0.635781,0.334379,0.430572,0.261554,0.178439,0.563063,0.680976,0.056152,0.319921,0.74631,0.444797,1.422089,-0.126472
5.018528,0.825907,0.722551,0.764609,0.760342,0.635742,0.334351,0.430542,0.261542,0.17843,0.56303,0.680941,0.056147,0.319958,0.746275,0.444767,1.422006,-0.126448
5.018568,0.825837,0.722481,0.76454,0.760274,0.635666,0.334296,0.43048,0.261519,0.178414,0.562964,0.680872,0.056136,0.320033,0.746203,0.444708,1.42184,-0.126399
5.018648,0.825698,0.72234,0.764403,0.76014,0.635513,0.334187,0.430359,0.261473,0.178381,0.562832,0.680733,0.056115,0.320182,0.746061,0.44459,1.421509,-0.126301
5.01868,0.825644,0.722284,0.764349,0.760087,0.635453,0.334144,0.430311,0.261454,0.178368,0.562781,0.680679,0.056106,0.320241,0.746006,0.444543,1.421379,-0.126262
5.01868,0.825644,0.722284,0.764349,0.760087,0.635453,0.334144,0.430311,0.261454,0.178368,0.562781,0.680679,0.056106,0.320241,0.746006,0.444543,1.421379,-0.126262
5.018685,0.825634,0.722274,0.764339,0.760077,0.635441,0.334136,0.430302,0.261451,0.178366,0.562771,0.680669,0.056105,0.320252,0.745995,0.444535,1.421355,-0.126254
5.018691,0.825623,0.722264,0.764329,0.760067,0.63543,0.334128,0.430293,0.261448,0.178363,0.562761,0.680659,0.056103,0.320263,0.745985,0.444526,1.42133,-0.126247
5.018703,0.825603,0.722243,0.764309,0.760048,0.635408,0.334112,0.430275,0.261441,0.178359,0.562742,0.680638,0.0561,0.320285,0.745964,0.444509,1.421282,-0.126232
5.018726,0.825562,0.722202,0.764269,0.760009,0.635363,0.33408,0.43024,0.261428,0.178349,0.562704,0.680598,0.056094,0.320329,0.745923,0.444474,1.421186,-0.126202
5.018773,0.825481,0.72212,0.764189,0.75993,0.635274,0.334016,0.430169,0.2614,0.17833,0.562627,0.680517,0.056082,0.320415,0.74584,0.444405,1.420993,-0.126147
5.018867,0.825319,0.721956,0.76403,0.759774,0.635096,0.333889,0.430027,0.261346,0.178292,0.562474,0.680356,0.056057,0.320588,0.745675,0.444268,1.42061,-0.126033
5.019055,0.824997,0.72163,0.763712,0.759463,0.634743,0.333637,0.429747,0.261239,0.178216,0.562171,0.680037,0.056008,0.32093,0.745347,0.443995,1.419849,-0.125807
5.01943,0.824359,0.720985,0.763085,0.758849,0.634044,0.333141,0.429194,0.261028,0.178066,0.561572,0.679405,0.055911,0.321605,0.744699,0.443458,1.418353,-0.12536
5.02018,0.823093,0.719705,0.761843,0.757633,0.632656,0.33215,0.428077,0.260515,0.17772,0.560374,0.678152,0.055703,0.322372,0.743419,0.442387,1.415458,-0.125761
5.02093,0.821844,0.718443,0.76062,0.756436,0.631283,0.331164,0.426952,0.259908,0.177325,0.559183,0.676916,0.05548,0.322505,0.742161,0.441327,1.412681,-0.127596
5.02168,0.820628,0.717222,0.759435,0.755277,0.629959,0.330226,0.425882,0.25935,0.176959,0.558043,0.675727,0.055269,0.3228,0.740948,0.440312,1.410015,-0.129001
5.022431,0.819446,0.716039,0.758286,0.754155,0.628682,0.329333,0.424865,0.258841,0.176622,0.55695,0.674581,0.05507,0.323261,0.739776,0.439339,1.40746,-0.12996
5.023181,0.818295,0.714895,0.757174,0.753069,0.627452,0.328484,0.423901,0.258386,0.176315,0.555906,0.67348,0.054884,0.323917,0.738647,0.438409,1.405009,-0.130429
5.023931,0.817175,0.713787,0.756095,0.752016,0.626264,0.327675,0.422982,0.257972,0.176032,0.554905,0.672419,0.054707,0.324699,0.737555,0.437516,1.402663,-0.130544
5.025431,0.815023,0.711674,0.754033,0.750007,0.624012,0.326168,0.421278,0.25727,0.17554,0.553026,0.670411,0.054386,0.326618,0.735482,0.435839,1.398325,-0.12939
5.026932,0.81298,0.709688,0.752091,0.748118,0.621912,0.324797,0.419735,0.256715,0.175133,0.551298,0.668545,0.0541,0.32894,0.733546,0.434293,1.394426,-0.12677
5.027263,0.812543,0.709266,0.751678,0.747716,0.621468,0.324511,0.419413,0.256609,0.175053,0.550935,0.668151,0.054042,0.329498,0.733135,0.433968,1.39362,-0.126043
5.027263,0.812543,0.709266,0.751678,0.747716,0.621468,0.324511,0.419413,0.256609,0.175053,0.550935,0.668151,0.054042,0.3295,0.733135,0.433968,1.393621,-0.126031
5.027269,0.812535,0.709258,0.75167,0.747708,0.621459,0.324505,0.419407,0.256606,0.17505,0.550928,0.668143,0.05404,0.329502,0.733127,0.433962,1.393604,-0.126047
5.027275,0.812526,0.70925,0.751662,0.7477,0.62145,0.3245,0.4194,0.256602,0.175048,0.550921,0.668135,0.054039,0.329505,0.73312,0.433955,1.393589,-0.126049
5.027288,0.812509,0.709233,0.751646,0.747685,0.621433,0.324488,0.419387,0.256596,0.175044,0.550907,0.66812,0.054036,0.329512,0.733104,0.433942,1.393559,-0.126054
5.027313,0.812476,0.709201,0.751614,0.747654,0.621398,0.324465,0.41936,0.256583,0.175035,0.550878,0.668089,0.054031,0.329526,0.733072,0.433917,1.393498,-0.126066
5.027364,0.812408,0.709135,0.751551,0.747592,0.621329,0.324419,0.419308,0.256556,0.175017,0.55082,0.668028,0.05402,0.329554,0.733009,0.433865,1.393377,-0.126087
5.027464,0.812274,0.709005,0.751424,0.747468,0.621191,0.324327,0.419203,0.256504,0.174982,0.550705,0.667905,0.053999,0.32961,0.732882,0.433763,1.393135,-0.12613
5.027666,0.812007,0.708746,0.751171,0.747222,0.620915,0.324145,0.418993,0.256399,0.174912,0.550476,0.667661,0.053956,0.329719,0.732631,0.433559,1.392658,-0.126215
5.028069,0.811478,0.708232,0.75067,0.746736,0.620371,0.323786,0.41858,0.256192,0.174774,0.550023,0.667179,0.053871,0.329933,0.732134,0.433157,1.391722,-0.126383
5.028875,0.810437,0.707225,0.749688,0.745782,0.619305,0.323086,0.417775,0.255786,0.174502,0.549138,0.666237,0.053705,0.330339,0.731163,0.43237,1.389926,-0.126705
5.029681,0.80942,0.706245,0.748732,0.744854,0.61827,0.322409,0.416995,0.255388,0.174236,0.548281,0.665322,0.053544,0.330718,0.73022,0.431608,1.38823,-0.127011
5.030487,0.808426,0.705291,0.7478,0.74395,0.617263,0.321755,0.41624,0.255,0.173977,0.54745,0.664434,0.053386,0.331074,0.729304,0.430869,1.38663,-0.127312
5.032099,0.806503,0.703452,0.746005,0.74221,0.615331,0.320507,0.414796,0.254247,0.173477,0.545858,0.662733,0.053081,0.331739,0.727548,0.429453,1.383685,-0.127959
5.032672,0.80584,0.702821,0.745388,0.741613,0.614668,0.320082,0.414303,0.253987,0.173304,0.545314,0.662151,0.052976,0.331963,0.726947,0.428969,1.382715,-0.128208
5.032672,0.80584,0.702821,0.745388,0.741613,0.614668,0.320082,0.414303,0.253987,0.173304,0.545314,0.662151,0.052976,0.331963,0.726947,0.428969,1.382715,-0.128208
5.033711,0.804663,0.701704,0.744297,0.740557,0.6135,0.319335,0.413436,0.253524,0.172997,0.544356,0.661125,0.052791,0.332353,0.725888,0.428116,1.381059,-0.128686
5.033717,0.804657,0.701698,0.744291,0.740552,0.613494,0.319331,0.413432,0.253521,0.172996,0.544351,0.661119,0.05279,0.332355,0.725882,0.428112,1.38105,-0.128689
5.033717,0.804657,0.701698,0.744291,0.740552,0.613494,0.319331,0.413432,0.253521,0.172996,0.544351,0.661119,0.05279,0.332355,0.725882,0.428112,1.381052,-0.128681
5.033724,0.80465,0.701691,0.744284,0.740545,0.613487,0.319327,0.413426,0.253518,0.172994,0.544345,0.661113,0.052789,0.332358,0.725876,0.428106,1.38104,-0.128692
5.03373,0.804642,0.701684,0.744278,0.740538,0.613479,0.319322,0.413421,0.253515,0.172992,0.544339,0.661107,0.052788,0.33236,0.725869,0.428101,1.38103,-0.128695
5.033744,0.804627,0.70167,0.744264,0.740525,0.613465,0.319313,0.41341,0.25351,0.172988,0.544327,0.661094,0.052785,0.332365,0.725856,0.42809,1.38101,-0.128701
5.03377,0.804598,0.701642,0.744237,0.740499,0.613435,0.319294,0.413388,0.253498,0.17298,0.544303,0.661068,0.052781,0.332374,0.725829,0.428069,1.38097,-0.128714
5.033823,0.804539,0.701587,0.744182,0.740446,0.613377,0.319257,0.413345,0.253475,0.172965,0.544255,0.661017,0.052771,0.332393,0.725776,0.428027,1.380889,-0.128738
5.033929,0.804421,0.701475,0.744073,0.74034,0.61326,0.319182,0.413259,0.253428,0.172934,0.54416,0.660915,0.052753,0.332431,0.725671,0.427942,1.380729,-0.128787
5.033948,0.804401,0.701456,0.744054,0.740322,0.61324,0.31917,0.413244,0.25342,0.172929,0.544143,0.660897,0.05275,0.332437,0.725652,0.427927,1.380702,-0.128794
5.033948,0.804401,0.701456,0.744054,0.740322,0.61324,0.31917,0.413244,0.25342,0.172929,0.544143,0.660897,0.05275,0.332437,0.725652,0.427927,1.380702,-0.128794
5.033954,0.804393,0.701449,0.744047,0.740316,0.613233,0.319165,0.413238,0.253417,0.172927,0.544137,0.660891,0.052748,0.332439,0.725646,0.427922,1.380693,-0.128796
5.033961,0.804386,0.701442,0.74404,0.740309,0.613226,0.31916,0.413233,0.253414,0.172925,0.544131,0.660884,0.052747,0.332442,0.725639,0.427916,1.380683,-0.128798
5.033974,0.804371,0.701428,0.744027,0.740296,0.613211,0.319151,0.413222,0.253409,0.172921,0.544119,0.660871,0.052745,0.332446,0.725626,0.427906,1.380663,-0.128802
5.034001,0.804342,0.7014,0.744,0.740269,0.613182,0.319133,0.413201,0.253397,0.172914,0.544096,0.660846,0.05274,0.332454,0.7256,0.427885,1.380624,-0.128811
5.034054,0.804283,0.701344,0.743945,0.740217,0.613124,0.319096,0.413158,0.253374,0.172898,0.544048,0.660795,0.052731,0.332472,0.725547,0.427842,1.380546,-0.12883
5.03416,0.804165,0.701233,0.743837,0.740112,0.613008,0.319022,0.413072,0.253328,0.172868,0.543953,0.660693,0.052713,0.332506,0.725442,0.427758,1.380392,-0.128866
5.034373,0.803932,0.701013,0.743621,0.739903,0.612778,0.318875,0.412902,0.253236,0.172807,0.543765,0.660491,0.052676,0.332572,0.725233,0.42759,1.380088,-0.128937
5.034793,0.803474,0.700581,0.743199,0.739496,0.612328,0.31859,0.412569,0.253055,0.172688,0.543396,0.660097,0.052604,0.332701,0.724826,0.427262,1.379503,-0.129074
5.034793,0.803474,0.700581,0.743199,0.739496,0.612328,0.31859,0.412569,0.253055,0.172688,0.543396,0.660097,0.052604,0.332701,0.724826,0.427262,1.379503,-0.129074
5.0348,0.803467,0.700574,0.743192,0.739489,0.612321,0.318585,0.412564,0.253053,0.172686,0.543391,0.660091,0.052603,0.332703,0.72482,0.427257,1.379494,-0.129076
5.034806,0.80346,0.700567,0.743186,0.739483,0.612314,0.318581,0.412559,0.25305,0.172684,0.543385,0.660084,0.052602,0.332705,0.724813,0.427252,1.379485,-0.129078
5.03482,0.803445,0.700554,0.743172,0.73947,0.6123,0.318572,0.412548,0.253044,0.172681,0.543373,0.660072,0.052599,0.332709,0.7248,0.427241,1.379467,-0.129083
5.034846,0.803416,0.700526,0.743146,0.739444,0.612271,0.318554,0.412527,0.253033,0.172673,0.54335,0.660047,0.052595,0.332717,0.724774,0.427221,1.37943,-0.129091
5.0349,0.803359,0.700472,0.743092,0.739392,0.612214,0.318517,0.412485,0.25301,0.172658,0.543303,0.659997,0.052586,0.332732,0.724723,0.427179,1.379357,-0.129108
5.035007,0.803243,0.700363,0.742986,0.739289,0.612101,0.318445,0.412401,0.252964,0.172628,0.543211,0.659898,0.052567,0.332764,0.72462,0.427097,1.379213,-0.129142
5.035221,0.803013,0.700146,0.742774,0.739085,0.611875,0.318302,0.412235,0.252873,0.172568,0.543026,0.6597,0.052531,0.332826,0.724416,0.426932,1.378929,-0.129209
5.03565,0.802556,0.699717,0.742354,0.738679,0.611428,0.318019,0.411905,0.252693,0.172449,0.542661,0.659308,0.05246,0.332942,0.724011,0.426607,1.37838,-0.129323
5.036507,0.801659,0.698874,0.741529,0.737883,0.610553,0.317466,0.411261,0.252338,0.172216,0.541946,0.658542,0.052319,0.333149,0.723219,0.42597,1.377354,-0.129503
5.036791,0.801365,0.698599,0.74126,0.737623,0.610267,0.317286,0.411051,0.252221,0.172139,0.541713,0.658292,0.052272,0.333214,0.722961,0.425762,1.377032,-0.129558
5.036791,0.801365,0.698599,0.74126,0.737623,0.610267,0.317286,0.411051,0.252221,0.172139,0.541713,0.658292,0.052272,0.333214,0.722961,0.425762,1.377032,-0.129558
5.037355,0.800789,0.69806,0.740732,0.737114,0.609708,0.316934,0.41064,0.251993,0.171989,0.541257,0.657803,0.052182,0.333336,0.722456,0.425355,1.376419,-0.129661
5.037355,0.800789,0.69806,0.740732,0.737114,0.609708,0.316934,0.41064,0.251993,0.171989,0.541257,0.657803,0.052182,0.333336,0.722456,0.425355,1.376419,-0.129661
5.037362,0.800782,0.698054,0.740726,0.737108,0.609701,0.31693,0.410635,0.25199,0.171987,0.541252,0.657797,0.052181,0.333338,0.72245,0.425351,1.376412,-0.129663
5.037369,0.800775,0.698047,0.74072,0.737102,0.609695,0.316925,0.41063,0.251987,0.171985,0.541246,0.657791,0.05218,0.333339,0.722444,0.425346,1.376405,-0.129664
5.037383,0.800761,0.698034,0.740707,0.737089,0.609681,0.316917,0.41062,0.251982,0.171981,0.541235,0.657779,0.052178,0.333342,0.722431,0.425336,1.376391,-0.129666
5.03741,0.800733,0.698008,0.740682,0.737065,0.609655,0.3169,0.4106,0.251971,0.171974,0.541213,0.657756,0.052173,0.333348,0.722407,0.425316,1.376362,-0.129671
5.037465,0.800678,0.697956,0.740631,0.737016,0.609601,0.316866,0.410561,0.251949,0.17196,0.54117,0.657709,0.052165,0.333359,0.722359,0.425277,1.376305,-0.12968
5.037574,0.800568,0.697853,0.74053,0.736919,0.609494,0.316799,0.410483,0.251905,0.171931,0.541083,0.657615,0.052147,0.333381,0.722262,0.4252,1.376192,-0.129699
5.037793,0.800348,0.697648,0.740329,0.736725,0.609282,0.316666,0.410326,0.251817,0.171874,0.540909,0.657429,0.052113,0.333425,0.72207,0.425045,1.37597,-0.129736
5.038231,0.799911,0.697241,0.73993,0.736341,0.608861,0.316401,0.410017,0.251643,0.17176,0.540566,0.657061,0.052045,0.333509,0.72169,0.424739,1.375542,-0.129805
5.038418,0.799727,0.697069,0.739762,0.736178,0.608683,0.31629,0.409887,0.251569,0.171711,0.540422,0.656906,0.052016,0.333544,0.721529,0.42461,1.375366,-0.129833
5.038418,0.799727,0.697069,0.739762,0.736178,0.608683,0.31629,0.409887,0.251569,0.171711,0.540422,0.656906,0.052016,0.333544,0.721529,0.42461,1.375366,-0.129833
5.039107,0.799053,0.696442,0.739148,0.735587,0.608035,0.315884,0.409412,0.2513,0.171535,0.539894,0.65634,0.05191,0.333664,0.720944,0.424139,1.374748,-0.129928
5.039335,0.798833,0.696238,0.738948,0.735394,0.607824,0.315751,0.409258,0.251211,0.171477,0.539722,0.656156,0.051876,0.333702,0.720754,0.423985,1.374555,-0.129958
5.039335,0.798833,0.696238,0.738948,0.735394,0.607824,0.315751,0.409258,0.251211,0.171477,0.539722,0.656156,0.051876,0.333702,0.720754,0.423985,1.374555,-0.129958
5.040118,0.798084,0.695543,0.738268,0.734738,0.607109,0.315303,0.408733,0.25091,0.171281,0.53914,0.65553,0.051758,0.333826,0.720108,0.423465,1.373928,-0.130059
5.040118,0.798084,0.695543,0.738268,0.734738,0.607109,0.315303,0.408733,0.25091,0.171281,0.53914,0.65553,0.051758,0.333826,0.720108,0.423465,1.373928,-0.130059
5.040126,0.798078,0.695537,0.738261,0.734732,0.607102,0.315299,0.408728,0.250907,0.171279,0.539134,0.655524,0.051757,0.333824,0.720102,0.42346,1.373925,-0.13005
5.040133,0.798071,0.695531,0.738255,0.734727,0.607096,0.315295,0.408724,0.250904,0.171277,0.539129,0.655519,0.051756,0.333825,0.720096,0.423455,1.373919,-0.130051
5.040147,0.798057,0.695518,0.738243,0.734715,0.607083,0.315287,0.408714,0.250899,0.171274,0.539119,0.655507,0.051754,0.333828,0.720084,0.423446,1.373908,-0.130053
5.040176,0.79803,0.695493,0.738218,0.734691,0.607057,0.315271,0.408695,0.250888,0.171266,0.539097,0.655485,0.05175,0.333832,0.720061,0.423427,1.373887,-0.130056
5.040214,0.797995,0.69546,0.738186,0.73466,0.607023,0.31525,0.40867,0.250874,0.171257,0.53907,0.655455,0.051744,0.333837,0.72003,0.423402,1.373859,-0.13006
5.040214,0.797995,0.69546,0.738186,0.73466,0.607023,0.31525,0.40867,0.250874,0.171257,0.53907,0.655455,0.051744,0.333837,0.72003,0.423402,1.373859,-0.13006
5.040233,0.797976,0.695443,0.738169,0.734644,0.607006,0.315239,0.408657,0.250866,0.171252,0.539055,0.65544,0.051741,0.33384,0.720014,0.42339,1.373844,-0.130062
5.040348,0.797868,0.695343,0.738071,0.734549,0.606903,0.315174,0.408582,0.250823,0.171224,0.538972,0.65535,0.051724,0.333857,0.719922,0.423315,1.37376,-0.130075
5.040578,0.797653,0.695144,0.737876,0.734361,0.606698,0.315046,0.408432,0.250736,0.171167,0.538805,0.655171,0.051691,0.33389,0.719737,0.423166,1.373593,-0.130104
5.041037,0.797226,0.694749,0.737489,0.733989,0.606292,0.314793,0.408135,0.250562,0.171055,0.538474,0.654816,0.051624,0.333958,0.719371,0.42287,1.373273,-0.130174
5.041955,0.796387,0.693975,0.73673,0.733259,0.605497,0.314297,0.407552,0.250221,0.170832,0.537827,0.654122,0.051492,0.334082,0.718653,0.422291,1.372695,-0.130295
5.043681,0.794858,0.692568,0.73535,0.731932,0.604056,0.3134,0.406497,0.249592,0.170426,0.536654,0.652863,0.051253,0.334311,0.717354,0.421241,1.37179,-0.130598
5.043681,0.794858,0.692568,0.73535,0.731932,0.604056,0.3134,0.406497,0.249592,0.170426,0.536654,0.652863,0.051253,0.334311,0.717354,0.421241,1.37179,-0.130598
5.043792,0.794762,0.69248,0.735264,0.731849,0.603966,0.313344,0.406431,0.249552,0.1704,0.53658,0.652785,0.051238,0.334326,0.717273,0.421176,1.37174,-0.130621
5.045629,0.793206,0.691056,0.733866,0.730507,0.602513,0.312439,0.405366,0.248905,0.169983,0.535396,0.651515,0.050994,0.334476,0.715963,0.420114,1.371118,-0.13071
5.048656,0.790777,0.688845,0.731693,0.728422,0.600267,0.311041,0.403716,0.247878,0.169325,0.533561,0.64955,0.050612,0.334563,0.713938,0.418466,1.370741,-0.130446
5.048656,0.790777,0.688845,0.731693,0.728422,0.600267,0.311041,0.403716,0.247878,0.169325,0.533561,0.64955,0.050612,0.334563,0.713938,0.418466,1.370741,-0.130446
5.048664,0.790772,0.68884,0.731688,0.728417,0.600261,0.311038,0.403713,0.247876,0.169323,0.533557,0.649546,0.050611,0.334555,0.713933,0.418463,1.370747,-0.130417
5.048671,0.790766,0.688834,0.731683,0.728412,0.600256,0.311034,0.403709,0.247873,0.169322,0.533553,0.649541,0.050611,0.334555,0.713928,0.418458,1.370747,-0.130416
5.048687,0.790754,0.688824,0.731672,0.728402,0.600245,0.311027,0.4037,0.247868,0.169319,0.533544,0.649531,0.050609,0.334555,0.713918,0.41845,1.370747,-0.130415
5.048718,0.79073,0.688802,0.731651,0.728381,0.600223,0.311014,0.403684,0.247858,0.169312,0.533526,0.649512,0.050605,0.334555,0.713898,0.418434,1.370748,-0.130409
5.04878,0.790682,0.688759,0.731608,0.72834,0.600179,0.310986,0.403652,0.247838,0.169299,0.53349,0.649474,0.050597,0.334555,0.713858,0.418402,1.370749,-0.1304
5.048881,0.790604,0.688688,0.731539,0.728274,0.600108,0.310942,0.4036,0.247804,0.169278,0.533431,0.649411,0.050585,0.334555,0.713794,0.41835,1.370752,-0.130386
5.048881,0.790604,0.688688,0.731539,0.728274,0.600108,0.310942,0.4036,0.247804,0.169278,0.533431,0.649411,0.050585,0.334555,0.713794,0.41835,1.370752,-0.130386
5.048889,0.790598,0.688682,0.731533,0.728269,0.600102,0.310939,0.403595,0.247802,0.169276,0.533427,0.649406,0.050584,0.334555,0.713789,0.418345,1.370752,-0.130385
5.048897,0.790592,0.688677,0.731528,0.728263,0.600096,0.310935,0.403591,0.247799,0.169274,0.533422,0.649401,0.050583,0.334555,0.713784,0.418341,1.370752,-0.130383
5.048914,0.790579,0.688665,0.731516,0.728252,0.600084,0.310928,0.403582,0.247793,0.169271,0.533412,0.649391,0.050581,0.334555,0.713773,0.418332,1.370753,-0.130381
5.048947,0.790554,0.688642,0.731494,0.728231,0.600061,0.310913,0.403565,0.247783,0.169264,0.533393,0.649371,0.050577,0.334555,0.713752,0.418315,1.370754,-0.130376
5.049013,0.790503,0.688596,0.731448,0.728188,0.600015,0.310884,0.403531,0.247761,0.16925,0.533355,0.64933,0.050569,0.334555,0.71371,0.418281,1.370756,-0.130366
5.049145,0.790402,0.688505,0.731358,0.728101,0.599922,0.310827,0.403463,0.247717,0.169222,0.53328,0.649249,0.050553,0.334555,0.713627,0.418213,1.370762,-0.130347
5.049408,0.790201,0.688323,0.731179,0.727929,0.599738,0.310712,0.403327,0.247631,0.169167,0.533129,0.649088,0.050521,0.334554,0.713461,0.418077,1.370777,-0.130308
5.049732,0.789956,0.688101,0.730961,0.72772,0.599514,0.310572,0.403162,0.247525,0.1691,0.532945,0.648891,0.050483,0.334553,0.713259,0.417912,1.370803,-0.130259
5.049732,0.789956,0.688101,0.730961,0.72772,0.599514,0.310572,0.403162,0.247525,0.1691,0.532945,0.648891,0.050483,0.334553,0.713259,0.417912,1.370803,-0.130259
5.049936,0.789802,0.687961,0.730824,0.727589,0.599373,0.310485,0.403059,0.247459,0.169057,0.53283,0.648768,0.050458,0.334552,0.713132,0.417809,1.370823,-0.130227
5.050992,0.789017,0.687253,0.730126,0.726921,0.598657,0.310039,0.402531,0.247117,0.16884,0.532243,0.648141,0.050334,0.334542,0.712486,0.41728,1.370975,-0.130057
5.053104,0.787499,0.685885,0.72878,0.725631,0.59728,0.309179,0.401511,0.246447,0.168415,0.531111,0.646933,0.050094,0.334538,0.711243,0.416261,1.371478,-0.129783
5.054259,0.786697,0.685163,0.728069,0.724951,0.596556,0.308726,0.400973,0.246088,0.168189,0.530514,0.646296,0.049966,0.334517,0.710589,0.415722,1.371884,-0.129566
5.054259,0.786697,0.685163,0.728069,0.724951,0.596555,0.308726,0.400973,0.246088,0.168188,0.530514,0.646296,0.049966,0.334523,0.710589,0.415722,1.371878,-0.129595
5.054268,0.78669,0.685157,0.728063,0.724946,0.59655,0.308722,0.400968,0.246085,0.168187,0.530509,0.646291,0.049965,0.334523,0.710584,0.415718,1.371882,-0.129587
5.054277,0.786684,0.685152,0.728058,0.72494,0.596544,0.308719,0.400964,0.246082,0.168185,0.530504,0.646286,0.049964,0.334523,0.710579,0.415713,1.371886,-0.129585
5.054296,0.786671,0.685141,0.728047,0.72493,0.596533,0.308711,0.400956,0.246077,0.168181,0.530495,0.646276,0.049962,0.334522,0.710569,0.415705,1.371893,-0.129581
5.054332,0.786646,0.685118,0.728024,0.724908,0.59651,0.308697,0.400939,0.246065,0.168174,0.530476,0.646256,0.049958,0.334521,0.710548,0.415688,1.371908,-0.129572
5.054406,0.786596,0.685073,0.72798,0.724866,0.596465,0.308669,0.400905,0.246043,0.16816,0.530439,0.646216,0.04995,0.334519,0.710507,0.415654,1.371938,-0.129554
5.054553,0.786495,0.684982,0.727891,0.724781,0.596374,0.308612,0.400838,0.245997,0.168131,0.530364,0.646136,0.049934,0.334514,0.710425,0.415587,1.371999,-0.129519
5.054848,0.786295,0.684803,0.727714,0.724611,0.596194,0.308499,0.400704,0.245907,0.168074,0.530216,0.645978,0.049902,0.334503,0.710263,0.415453,1.372126,-0.129447
5.055437,0.785899,0.684447,0.727363,0.724276,0.595838,0.308276,0.400438,0.245727,0.167961,0.529921,0.645665,0.049839,0.334481,0.709941,0.415187,1.372396,-0.129295
5.056076,0.785474,0.684067,0.726988,0.723917,0.595457,0.308037,0.400154,0.245534,0.167839,0.529606,0.645329,0.049771,0.334446,0.709597,0.414902,1.37272,-0.129092
5.056076,0.785474,0.684067,0.726988,0.723917,0.595457,0.308037,0.400154,0.245534,0.167839,0.529606,0.645329,0.049771,0.334446,0.709597,0.414902,1.37272,-0.129092
5.056615,0.78512,0.68375,0.726676,0.723618,0.595141,0.307838,0.399917,0.245372,0.167738,0.529344,0.64505,0.049714,0.334409,0.70931,0.414665,1.373017,-0.128893
5.058971,0.783615,0.682406,0.725349,0.722349,0.593799,0.306992,0.39891,0.244675,0.1673,0.528229,0.643866,0.049471,0.334223,0.708096,0.413657,1.37453,-0.127902
5.059904,0.783037,0.681891,0.72484,0.721863,0.593287,0.306667,0.398524,0.244403,0.16713,0.527801,0.643412,0.049378,0.334148,0.707632,0.41327,1.375215,-0.127487
5.059904,0.783037,0.681891,0.72484,0.721863,0.593287,0.306667,0.398524,0.244403,0.16713,0.527801,0.643412,0.049378,0.334148,0.707632,0.41327,1.375215,-0.127487
5.061327,0.782177,0.681125,0.724083,0.72114,0.592525,0.306183,0.397947,0.243993,0.166874,0.527164,0.642737,0.049237,0.334033,0.706941,0.412693,1.376356,-0.126829
5.061506,0.78207,0.681029,0.72399,0.72105,0.592431,0.306123,0.397875,0.243942,0.166842,0.527085,0.642654,0.04922,0.334019,0.706856,0.412621,1.376506,-0.126748
5.061506,0.78207,0.681029,0.72399,0.72105,0.592431,0.306123,0.397875,0.243942,0.166842,0.527085,0.642654,0.04922,0.334019,0.706856,0.412621,1.376506,-0.126748
5.063684,0.780802,0.679901,0.722874,0.719984,0.591312,0.305409,0.397022,0.243325,0.166458,0.526144,0.64166,0.049011,0.333868,0.70584,0.411769,1.378455,-0.125754
5.06604,0.779485,0.678732,0.721718,0.718878,0.590156,0.304667,0.396134,0.24267,0.166051,0.525166,0.640629,0.048793,0.333666,0.704789,0.410882,1.380864,-0.124438
5.067637,0.778623,0.677968,0.720961,0.718155,0.589402,0.304179,0.395551,0.242234,0.165781,0.524525,0.639955,0.048648,0.333486,0.704102,0.4103,1.382684,-0.123338
5.067637,0.778623,0.677968,0.720961,0.718155,0.589402,0.304179,0.395551,0.242233,0.165781,0.524525,0.639954,0.048648,0.333473,0.704102,0.4103,1.382688,-0.123348
5.067648,0.778617,0.677963,0.720956,0.71815,0.589397,0.304176,0.395548,0.242232,0.16578,0.524521,0.63995,0.048647,0.333479,0.704097,0.410297,1.382701,-0.123315
