x   sigma   coverage    SE
94600   0.6660896422884452      0.20290901808069203     0.6963099031195948
94800   0.6647799422805843      0.2024811200903482      0.6949323532917568
95000   0.6641742677093234      0.20205459760883382     0.6942287218936449
95200   0.6629331161538535      0.2016301671233539      0.6929177734678554
95400   0.6618502858839252      0.20120734653211705     0.6917587709766527
95600   0.6605572737367545      0.20078664946630354     0.6903992978635175
95800   0.659439235124666       0.20036759724479436     0.6892077182152393
96000   0.6582472500841428      0.19995027940792548     0.6879458964763461
96200   0.6570536179296306      0.19953468591576917     0.6866830038073766
96400   0.6559631248299967      0.19912067287596502     0.6855192655960232
96600   0.6546211876243777      0.1987089056821221      0.6841155812318099
96800   0.6533662323570624      0.198298704849006       0.682795584292441
97000   0.6531447376590577      0.19788912781498358     0.6824647648333899
97200   0.6518065806704608      0.19748250182610377     0.681066191447509
97400   0.6504835903322888      0.1970774466481281      0.679682588616871
97600   0.6540025476661897      0.19667216037606572     0.6829343094477357
97800   0.6651653288095514      0.19626756950971982     0.6935170318684115
98000   0.6640615372192449      0.19586712784003912     0.6923450418557879
98200   0.6627297726065927      0.19546859851239703     0.6909549366663406
98400   0.6616058507449541      0.19507146416978896     0.6897645814865386
98600   0.6659905812305829      0.19467436398429494     0.6938599010467021
98800   0.6646466961077656      0.19428083060615067     0.6924595813388564
99000   0.6633129394578731      0.1938888264276474      0.6910694123355008
99200   0.6619785056053721      0.1934985012052711      0.6896790643858982
99400   0.6609014066841598      0.1931090950282803      0.6885359772297615
99600   0.6596847808054517      0.19272162582181332     0.6872595107277453
99800   0.6585552234827674      0.19233541449505862     0.6860669748978038
100000  0.6572461256881885      0.19195125643318728     0.6847026760415161
100200  0.6559817059441105      0.1915683470898725      0.6833816138440449
100400  0.655364878310888       0.1911862935374095      0.6826824463540992
100600  0.6541076832157727      0.19080635704279436     0.6813691562800946
100800  0.6528952591757486      0.1904281193669259      0.6800993222315341
101000  0.6516136346366613      0.19005148613924747     0.6787635053743954
101200  0.6503480694760785      0.1896762220048372      0.6774434889090679
101400  0.6490710989825942      0.18930262331914488     0.6761129896178468
101600  0.648356935945231       0.18892945632308925     0.6753229270910521
101800  0.6476598670229835      0.18855815812896587     0.674549836816537
102000  0.6463934472657097      0.18818896638181937     0.6732307002327697
102200  0.6451447234414898      0.18782115173021682     0.6719289391160805
102400  0.6438872938188969      0.1874548624422235      0.6706192456190437
102600  0.6456671723511983      0.18708846115005864     0.672226293555592
102800  0.644413686439788       0.18672501173612827     0.6709211796319853
103000  0.6431697104595278      0.1863629070292232      0.6696255741599
103200  0.642035681283474       0.18600186409334982     0.6684358678940977
103400  0.640820889456016       0.18564239818857134     0.6671690283342022
103600  0.639624072006651       0.18528431436584633     0.6659198379988324
103800  0.6384303869632816      0.18492765421273194     0.6646740526684558
104000  0.637248256265607       0.18457229606484105     0.6634397279242509
104200  0.6360507969060508      0.18421835429570027     0.6621910738633061
104400  0.6348443579711897      0.18386584189899885     0.6609341923861102
104600  0.6336453946924551      0.1835146547777636      0.6596848601667002
104800  0.6324464379344102      0.18316484232511826     0.6584359166387487
105000  0.6314043014881042      0.1828158402217278      0.6573378304750588
105200  0.6302138241233404      0.18246872261778124     0.656097781470056
105400  0.6291898389840753      0.18212265067558125     0.6550179488914074
105600  0.6280175189918883      0.18177808831985953     0.6537960519565329
105800  0.627008012742529       0.18143443827664268     0.6527308047243491
106000  0.6259163366536273      0.1810921789784996      0.6515870147394575
106200  0.6248507937743556      0.18075135170059764     0.6504687276280354
106400  0.6239506626510184      0.18041138600527298     0.6495095823950472
106600  0.6230396153835934      0.1800726224413062      0.6485402930352325
106800  0.6218865617422837      0.17973574900174155     0.6473390418821163
107000  0.6207594553390328      0.17939998976378255     0.6461630271998375
107200  0.6196473613764995      0.1790654518536032      0.6450017740350744
107400  0.6186462186831385      0.1787319076655227      0.6439473881527144
107600  0.6175658897446059      0.1783998254910411      0.6428173347937038
107800  0.616451377494079       0.17806905165723716     0.6416548043710537
108000  0.6153570847853408      0.17773949002780845     0.640512035882901
108200  0.6142346218679645      0.17741130178782824     0.6393425847723059
108400  0.6144463545388288      0.17708308487199742     0.6394550348178042
108600  0.6133275642264973      0.17675734422043327     0.63828979294351
108800  0.6122075364868305      0.17643281382958426     0.637123697194743
109000  0.6112124239688528      0.1761091831189947      0.6360778817037425
109200  0.6101163460475548      0.1757869337400287      0.6349354311960712
109400  0.6090629072800126      0.17546573643590943     0.6338342446471137
109600  0.6081019560334207      0.17514564460015983     0.6328222386690261
109800  0.6070377780378066      0.17482682024993762     0.6317113906237415
110000  0.6084509765268674      0.174507869921027       0.6329815064445979
110200  0.607657511559692       0.17419092715458862     0.6321314186606235
110400  0.6066340188518196      0.17387546994459355     0.6310606245653131
110600  0.6085943129897062      0.17355978456100812     0.6328586229327021
110800  0.6076617240693719      0.17324662516963651     0.6318759087286284
111000  0.6066223513217889      0.1729346636508655      0.630790833014569
111200  0.6055457402472533      0.1726239130680386      0.6296702779189405
111400  0.6044970952591513      0.17231414943159        0.6285768881140029
111600  0.6034754450962523      0.17200555399886328     0.6275097795577179
111800  0.6024038354121396      0.171698216556346       0.6263949700371851
112000  0.6032174632481007      0.17139109342589406     0.6270934658192487
112200  0.6022737853027129      0.17108577432576455     0.626102271709267
112400  0.6070421113436351      0.17077986092759542     0.6306075529542816
112600  0.6059693650422034      0.17047691442819982     0.6294928512085034
112800  0.6049795569019952      0.17017471610084614     0.6284581913455644
113000  0.603922269969239       0.16987384432439054     0.6273589332673487
113200  0.6028578355151446      0.16957414187487294     0.6262531113173049
113400  0.6018478916256256      0.16927521934405154     0.6251999556447422
113600  0.6009365204437453      0.16897724248987483     0.6242419483521737
113800  0.6007629915396466      0.16867978633757522     0.62399442491304
114000  0.5997700537074296      0.16838403781070485     0.6229585070561682
114200  0.5987532409236951      0.1680893575570447      0.6218998919766496
114400  0.5990178823929081      0.16779475377730851     0.6220751584990928
114600  0.5981583837400668      0.16750192812203404     0.6211685342667705
114800  0.5971353489973927      0.16721036048780524     0.6201047731445871
115000  0.5965795902363534      0.16691944188810465     0.619491168271842
115200  0.5956887908302458      0.16662967232063788     0.6185552386153427
115400  0.5949998520816338      0.16634065006854218     0.6178139168409783
115600  0.5940347040833804      0.16605293583913394     0.6168069448022006
115800  0.5930489868232629      0.16576635843330356     0.6157804692910754
116000  0.5921888270697022      0.16548037364068202     0.6148750775291265
116200  0.5912615036298997      0.16519562474332078     0.6139053348106904
116400  0.5903212086141263      0.16491176206810676     0.6129233382797972
116600  0.5893228642762495      0.16462920426995942     0.611885784487042
116800  0.588322632609059       0.1643476369943099      0.6108466794750278
117000  0.5873214043114047      0.16406707124749692     0.6098068840461313
117200  0.5863647844237158      0.16378733765734282     0.6088102761855708
117400  0.5853770196858564      0.16350861878542586     0.6077839448302441
117600  0.5845649808846727      0.16323054254494274     0.6069270358916417
117800  0.5836060390593995      0.162953621599051       0.6059289493157164
118000  0.5826329231945573      0.1626776797500275      0.6049174742715633
118200  0.5817850543935551      0.16240247032689134     0.6040268304338713
118400  0.5809220342869408      0.1621281347267918      0.6031218301388753
118600  0.5799558875628256      0.161855009831968       0.60211782545154
118800  0.5790468660182659      0.16158265452397844     0.6011690505079174
119000  0.5783085585893345      0.16131091183448465     0.6003848759042374
119200  0.5773520545536619      0.16104056776114672     0.5993909069732098
119400  0.5764676161505474      0.16077086062026172     0.598466525458922
119600  0.575527744860604       0.1605022327330685      0.5974890390765613
119800  0.5747806186383899      0.1602341079504508      0.5966973511865181
120000  0.5738741717476601      0.15996721294222413     0.5957525276619191
120200  0.5760164052286412      0.1597003398007709      0.5977450105396178
120400  0.5750901729131733      0.15943518427107717     0.5967816057527711
120600  0.5741682952642447      0.15917094307202118     0.5958226417358486
120800  0.5732919470811861      0.1589074813144165      0.594907761090599
121000  0.5723526845972184      0.15864513769280283     0.5939325511194107
121200  0.5737384700241075      0.15838266443520105     0.5951982026007784
121400  0.5733202397193455      0.15812161625160392     0.5947256029446415
121600  0.5724420067283353      0.1578615957183018      0.593809847063765
121800  0.5715267573036095      0.15760254691914835     0.5928586653742873
122000  0.5708209137947139      0.15734408011161244     0.5921095128197162
122200  0.5698947703176342      0.1570868687298463      0.5911483177365364
122400  0.5689738619965674      0.15683046078147475     0.5901923830957314
122600  0.5680572269882248      0.15657487227304337     0.5892407858939089
122800  0.5673305329163891      0.15631985254214165     0.5884724546467668
123000  0.5693329243666708      0.15606484413197913     0.5903356793739002
123200  0.5684999661498651      0.15581151930498216     0.589465385803547
123400  0.5675805307350964      0.15555935781931632     0.5885119987516753
123600  0.5666918674858739      0.15530784499607858     0.5875884609077625
123800  0.5657783139321575      0.15505730982998378     0.5866411763997023
124000  0.5648760154534032      0.1548074870190108      0.5857049349900123
124200  0.5639904364515802      0.15455842582354198     0.5847850198165948
124400  0.5667285455796958      0.15430908293525777     0.5873606536457796
124600  0.5667071497956495      0.1540610171292968      0.5872748850652667
124800  0.5658100008883398      0.15381437087008282     0.5863444531940439
125000  0.5651584240843823      0.1535680716081804      0.5856510880473098
125200  0.5642781893756994      0.15332297964266517     0.5847373864322537
125400  0.5633822485518378      0.15307876884300664     0.5838087593157673
125600  0.5625078821317605      0.15283522746586903     0.5829011273062547
125800  0.5617008506215739      0.15259231457724842     0.5820586397065519
126000  0.5655425290600028      0.15234886699114228     0.5857034483841365
126200  0.5647509684119488      0.15210743417569872     0.5848763355220901
126400  0.5638711713215265      0.15186699783319055     0.5839642821940196
126600  0.5630852215943737      0.15162717465679873     0.5831430072224036
126800  0.5623634187345375      0.15138804364328606     0.582383854934989
127000  0.5616667907201812      0.15114962377777408     0.5816492006064055
127200  0.5608094692072827      0.1509121668795295      0.5807596257186178
127400  0.5601625041404757      0.1506751037366542      0.5800732866896906
127600  0.5599497487539359      0.1504387625454772      0.5798064697860921
127800  0.5615188740693093      0.1502025919831534      0.5812609264130202
128000  0.5630630368989576      0.14996728672363735     0.5826921748308678
128200  0.5622069232035759      0.1497334726062758      0.5818047243850516
128400  0.5614081104452504      0.14950033365588125     0.5809728188451903
128600  0.5608388089794127      0.149267629158896       0.5803628130507363
128800  0.5599770872222193      0.14903609231943646     0.5794705299044366
129000  0.5592074119331529      0.14880504264012273     0.57866732262683
129200  0.5584029994126022      0.14857478989309542     0.5778307519895147
129400  0.5624856931317888      0.14834340769060006     0.5817180774079558
129600  0.5616386146329951      0.1481147431742097      0.5808406929549893
129800  0.5609249933043841      0.14788663628784512     0.5800924971985559
130000  0.560180664879272       0.14765910997407491     0.5793147590584234
130200  0.559321996677268       0.14743262631178056     0.5784267241995609
130400  0.5585495509506605      0.14720656960699496     0.5776221732262738
130600  0.5599849423216308      0.14698061749475172     0.5789528802468286
130800  0.5591991271118097      0.14675594384619192     0.5781357719574154
131000  0.5583612057223253      0.14653209583245375     0.5772684740783445
131200  0.557750715788609       0.1463085544212181      0.5766212396881789
131400  0.5570937661266931      0.1460857535035069      0.5759292592271293
131600  0.5563345005257694      0.14586381381537994     0.5751385299699762
131800  0.555492084086376       0.14564279990197426     0.5742676036883083
132000  0.5547035290000438      0.14542229522739744     0.5734489070826684
132200  0.5540012478245778      0.1452023918030262      0.572713817867623
132400  0.5531758766514131      0.14498329176016056     0.5718598651756138
132600  0.5524026688601861      0.14476479131776504     0.5710565237952653
132800  0.5516239730190067      0.1445469226056286      0.570248034143066
133000  0.5511260832249204      0.14432936570609967     0.5697112649544214
133200  0.5520674856619368      0.1441118612490817      0.5705670313624573
133400  0.5513261933478857      0.1438958475529734      0.569795214453806
133600  0.5505028057238461      0.14368073907983187     0.5689441922476698
133800  0.5496932193781182      0.14346617179965476     0.5681066606554864
134000  0.5489959583190676      0.14325197161687614     0.5673779072388999
134200  0.5488681645840608      0.14303810182787624     0.5672002826765847
134400  0.5480551872827222      0.14282553628654426     0.5663599757424942
134600  0.547266388223925       0.14261353337682087     0.5655432075287276
134800  0.5464952588091555      0.14240204086959515     0.5647436667592756
135000  0.545778518396386       0.14219119434819996     0.5639969209961362
135200  0.5450424643237345      0.14198086263350124     0.5632316160073425
135400  0.5459949875674142      0.14177074340257662     0.5641005851208275
135600  0.5452721682021702      0.14156174273468772     0.5633484396197238
135800  0.5445577268575983      0.1413533385770758      0.5626045540228056
136000  0.5440560373964938      0.14114538281673322     0.5620667139388857
136200  0.5432976545090334      0.14093820541694307     0.561280606418185
136400  0.5425418298635063      0.1407315787186578      0.5604971136413528
136600  0.5417504707330849      0.1405257977645919      0.5596794371574626
136800  0.541193391406919       0.14032028019446516     0.5590886047277085
137000  0.5425292984927819      0.14011471755819174     0.5603304148442076
137200  0.5417767999119422      0.13991063122205533     0.5595507891619657
137400  0.5436096010985906      0.13970608571588852     0.561274610856953
137600  0.5429412602789012      0.13950301377968846     0.5605767592104203
137800  0.5421549366476226      0.13930084208236834     0.5597648612911001
138000  0.5415014904863881      0.139098896827231       0.5590817179067229
138200  0.5425340730323951      0.138897071843887       0.5600317999613291
138400  0.5418257893927338      0.13869645173501235     0.5592958892884354
138600  0.541097509497409       0.13849643715441784     0.5585407575896018
138800  0.5403307381813601      0.13829703818184735     0.5577484893690747
139000  0.5395596976735954      0.13809827624239643     0.5569522432441968
139200  0.5388243666819823      0.13790000683078157     0.5561907137072399
139400  0.5398520874076419      0.13770166918655635     0.5571373492911349
139600  0.5391290322309711      0.1375044939196952      0.5563879934384053
139800  0.5385865396049785      0.137307671739852       0.5558136894340441
140000  0.5378319958715746      0.13711168548267402     0.5550341161398109
140200  0.5394223463922426      0.1369155005873518      0.5565270182914731
140400  0.5387659104446318      0.13672050110636197     0.5558427850390862
140600  0.5381651862633481      0.13652598088951046     0.5552126720129027
140800  0.5375155006638533      0.1363320830019239      0.5545352561465829
141000  0.5368077455208194      0.13613878321820327     0.5538017009248688
141200  0.5360724164462021      0.13594613792618868     0.5530415789897868
141400  0.5353158847503668      0.13575413119840216     0.5522610620019314
141600  0.5345832250303155      0.13556256380127002     0.5515037925419792
141800  0.5339184611242723      0.1353713772132388      0.5508124298687531
142000  0.5332113133819381      0.13518088381898508     0.5500801542217036
142200  0.5325826321553674      0.13499075303030528     0.5494240288495109
142400  0.5331052153261842      0.1348007930345048      0.5498840099609267
142600  0.5352289278593655      0.13461096156285038     0.5518968347348634
142800  0.5346142116505451      0.13442236799026266     0.5512546855264302
143000  0.5338735995394479      0.134234577298869       0.5504906375478269
143200  0.533214520685959       0.13404720007874907     0.5498057629011441
143400  0.5325552552764469      0.13386023887308598     0.5491208095435112
143600  0.5318672657126433      0.13367379360612078     0.5484081248793596
143800  0.5319029920780118      0.13348762757460636     0.5483974286017745
144000  0.5330490146352347      0.13330165118303175     0.5494639043756353
144200  0.5371707813085487      0.13311588837675406     0.5534187275743107
144400  0.5364451766919504      0.13293162961438168     0.5526701057122531
144600  0.5357705191077827      0.1327478400354584      0.5519710483160349
144800  0.5356536265392935      0.13256412041209342     0.5518134228571546
145000  0.5373176790673009      0.13238039639704866     0.5533849090718961
145200  0.5366045822665072      0.132198188594709       0.5526489290473066
145400  0.535902318401129       0.13201641942000888     0.5519235724846193
145600  0.5352335349838001      0.13183516156230835     0.5512308471007539
145800  0.5345316703278238      0.13165438054166528     0.5505061148609186
146000  0.5441812443284395      0.13147215850909333     0.5598376149758865
146200  0.5434925890224527      0.13129236199968136     0.5591259953192876
146400  0.5428179159391934      0.13111306678859747     0.5584280850273206
146600  0.5420804636589218      0.13093443624274814     0.5576693067355222
146800  0.5413768869189903      0.13075613836051297     0.5569435352071616
147000  0.5408276923185854      0.13057807155253318     0.5563678868779407
147200  0.5401036823500018      0.13040084908290556     0.5556225059602737
147400  0.5393787927119245      0.1302241426326328      0.5548763910564023
147600  0.539236276274487       0.1300475583951888      0.5546964296756605
147800  0.53884109093088        0.12987134006691095     0.5542709502096931
148000  0.5381335294611891      0.1296959509332343      0.553541990474826
148200  0.537460132901978       0.1295210739792989      0.5528463647920305
148400  0.5367719273168976      0.12934667043289194     0.5521364533406321
148600  0.5360913952650549      0.12917265739360403     0.5514340935192154
148800  0.5353933510145905      0.128999204122944       0.5507148399807159
149000  0.539150114711581       0.1288246651488539      0.5543271962877389
149200  0.5394098605716472      0.12865163939675556     0.5545396667519796
149400  0.5386910009314635      0.12847965215760027     0.5538005195944474
149600  0.538059267961509       0.12830795396197434     0.5531461894374607
149800  0.5373719929738908      0.1281367221743863      0.5524379407701169
150000  0.5366577299497736      0.12796610134499356     0.5517035818338334
