time	VDrop6
2.13	4.2773
2.135	4.2767
2.14	4.276
2.145	4.2753
2.15	4.2746
2.155	4.2739
2.16	4.2733
2.165	4.2726
2.17	4.2719
2.175	4.2712
2.18	4.2705
2.185	4.2698
2.19	4.2691
2.195	4.2684
2.2	4.2676
2.205	4.2669
2.21	4.2662
2.215	4.2655
2.22	4.2648
2.225	4.2641
2.23	4.2633
2.235	4.2626
2.24	4.2619
2.245	4.2612
2.25	4.2604
2.255	4.2597
2.26	4.259
2.265	4.2583
2.27	4.2575
2.275	4.2568
2.28	4.2561
2.285	4.2554
2.29	4.2546
2.295	4.2539
2.3	4.2532
2.305	4.2524
2.31	4.2517
2.315	4.251
2.32	4.2503
2.325	4.2495
2.33	4.2488
2.335	4.2481
2.34	4.2474
2.345	4.2466
2.35	4.2459
2.355	4.2452
2.36	4.2445
2.365	4.2438
2.37	4.2431
2.375	4.2424
2.38	4.2417
2.385	4.2409
2.39	4.2402
2.395	4.2395
2.4	4.2388
2.405	4.2381
2.41	4.2374
2.415	4.2367
2.42	4.2361
2.425	4.2353
2.43	4.2347
2.435	4.234
2.44	4.2333
2.445	4.2326
2.45	4.2319
2.455	4.2312
2.46	4.2306
2.465	4.2299
2.47	4.2292
2.475	4.2286
2.48	4.2279
2.485	4.2272
2.49	4.2266
2.495	4.2259
2.5	4.2253
2.505	4.2246
2.51	4.224
2.515	4.2233
2.52	4.2227
2.525	4.222
2.53	4.2214
2.535	4.2207
2.54	4.2201
2.545	4.2195
2.55	4.2189
2.555	4.2183
2.56	4.2176
2.565	4.217
2.57	4.2164
2.575	4.2158
2.58	4.2152
2.585	4.2146
2.59	4.214
2.595	4.2134
2.6	4.2128
2.605	4.2122
2.61	4.2116
2.615	4.211
2.62	4.2104
2.625	4.2099
2.63	4.2093
2.635	4.2087
2.64	4.2082
2.645	4.2076
2.65	4.2071
2.655	4.2065
2.66	4.2059
2.665	4.2054
2.67	4.2048
2.675	4.2043
2.68	4.2037
2.685	4.2032
2.69	4.2027
2.695	4.2022
2.7	4.2016
2.705	4.2011
2.71	4.2006
2.715	4.2001
2.72	4.1995
2.725	4.199
2.73	4.1985
2.735	4.198
2.74	4.1975
2.745	4.197
2.75	4.1965
2.755	4.1961
2.76	4.1956
2.765	4.1951
2.77	4.1946
2.775	4.1941
2.78	4.1936
2.785	4.1932
2.79	4.1927
2.795	4.1923
2.8	4.1918
2.805	4.1913
2.81	4.1909
2.815	4.1904
2.82	4.19
2.825	4.1895
2.83	4.1891
2.835	4.1887
2.84	4.1882
2.845	4.1878
2.85	4.1873
2.855	4.1869
2.86	4.1865
2.865	4.1861
2.87	4.1857
2.875	4.1852
2.88	4.1848
2.885	4.1844
2.89	4.184
2.895	4.1836
2.9	4.1832
2.905	4.1828
2.91	4.1824
2.915	4.182
2.92	4.1816
2.925	4.1813
2.93	4.1809
2.935	4.1805
2.94	4.1801
2.945	4.1798
2.95	4.1794
2.955	4.179
2.96	4.1786
2.965	4.1783
2.97	4.1779
2.975	4.1776
2.98	4.1772
2.985	4.1769
2.99	4.1765
2.995	4.1762
3	4.1758
3.005	4.1755
3.01	4.1751
3.015	4.1748
3.02	4.1745
3.025	4.1741
3.03	4.1738
3.035	4.1735
3.04	4.1732
3.045	4.1729
3.05	4.1725
3.055	4.1722
3.06	4.1719
3.065	4.1716
3.07	4.1713
3.075	4.171
3.08	4.1707
3.085	4.1704
3.09	4.1701
3.095	4.1698
3.1	4.1695
3.105	4.1692
3.11	4.1689
3.115	4.1686
3.12	4.1684
3.125	4.1681
3.13	4.1678
3.135	4.1675
3.14	4.1673
3.145	4.167
3.15	4.1667
3.155	4.1664
3.16	4.1662
3.165	4.1659
3.17	4.1657
3.175	4.1654
3.18	4.1651
3.185	4.1649
3.19	4.1646
3.195	4.1644
3.2	4.1641
3.205	4.1639
3.21	4.1637
3.215	4.1634
3.22	4.1632
3.225	4.1629
3.23	4.1627
3.235	4.1625
3.24	4.1622
3.245	4.162
3.25	4.1618
3.255	4.1616
3.26	4.1613
3.265	4.1611
3.27	4.1609
3.275	4.1607
3.28	4.1605
3.285	4.1602
3.29	4.16
3.295	4.1598
3.3	4.1596
3.305	4.1594
3.31	4.1592
3.315	4.159
3.32	4.1588
3.325	4.1586
3.33	4.1584
3.335	4.1582
3.34	4.158
3.345	4.1578
3.35	4.1576
3.355	4.1574
3.36	4.1573
3.365	4.1571
3.37	4.1569
3.375	4.1567
3.38	4.1565
3.385	4.1563
3.39	4.1562
3.395	4.156
3.4	4.1558
3.405	4.1556
3.41	4.1555
3.415	4.1553
3.42	4.1551
3.425	4.155
3.43	4.1548
3.435	4.1546
3.44	4.1545
3.445	4.1543
3.45	4.1541
3.455	4.154
3.46	4.1538
3.465	4.1537
3.47	4.1535
3.475	4.1534
3.48	4.1532
3.485	4.1531
3.49	4.1529
3.495	4.1528
3.5	4.1526
3.505	4.1525
3.51	4.1523
3.515	4.1522
3.52	4.152
3.525	4.1519
3.53	4.1518
3.535	4.1516
3.54	4.1515
3.545	4.1513
3.55	4.1512
3.555	4.1511
3.56	4.1509
3.565	4.1508
3.57	4.1507
3.575	4.1506
3.58	4.1504
3.585	4.1503
3.59	4.1502
3.595	4.1501
3.6	4.1499
3.605	4.1498
3.61	4.1497
3.615	4.1496
3.62	4.1495
3.625	4.1493
3.63	4.1492
3.635	4.1491
3.64	4.149
3.645	4.1489
3.65	4.1488
3.655	4.1487
3.66	4.1485
3.665	4.1484
3.67	4.1483
3.675	4.1482
3.68	4.1481
3.685	4.148
3.69	4.1479
3.695	4.1478
3.7	4.1477
3.705	4.1476
3.71	4.1475
3.715	4.1474
3.72	4.1473
3.725	4.1472
3.73	4.1471
3.735	4.147
3.74	4.1469
3.745	4.1468
3.75	4.1467
3.755	4.1466
3.76	4.1465
3.765	4.1464
3.77	4.1463
3.775	4.1462
3.78	4.1462
3.785	4.1461
3.79	4.146
3.795	4.1459
3.8	4.1458
3.805	4.1457
3.81	4.1456
3.815	4.1455
3.82	4.1455
3.825	4.1454
3.83	4.1453
3.835	4.1452
3.84	4.1451
3.845	4.1451
3.85	4.145
3.855	4.1449
3.86	4.1448
3.865	4.1447
3.87	4.1447
3.875	4.1446
3.88	4.1445
3.885	4.1444
3.89	4.1444
3.895	4.1443
3.9	4.1442
3.905	4.1441
3.91	4.1441
3.915	4.144
3.92	4.1439
3.925	4.1439
3.93	4.1438
3.935	4.1437
3.94	4.1437
3.945	4.1436
3.95	4.1435
3.955	4.1434
3.96	4.1434
3.965	4.1433
3.97	4.1432
3.975	4.1432
3.98	4.1431
3.985	4.1431
3.99	4.143
3.995	4.1429
4	4.1429
4.005	4.1428
4.01	4.1427
4.015	4.1427
4.02	4.1426
4.025	4.1426
4.03	4.1425
4.035	4.1424
4.04	4.1424
4.045	4.1423
4.05	4.1423
4.055	4.1422
4.06	4.1422
4.065	4.1421
4.07	4.142
4.075	4.142
4.08	4.1419
4.085	4.1419
4.09	4.1418
4.095	4.1418
4.1	4.1417
4.105	4.1417
4.11	4.1416
4.115	4.1416
4.12	4.1415
4.125	4.1415
4.13	4.1414
4.135	4.1413
4.14	4.1413
4.145	4.1412
4.15	4.1412
4.155	4.1411
4.16	4.1411
4.165	4.141
4.17	4.141
4.175	4.141
4.18	4.1409
4.185	4.1409
4.19	4.1408
4.195	4.1408
4.2	4.1407
4.205	4.1407
4.21	4.1406
4.215	4.1406
4.22	4.1405
4.225	4.1405
4.23	4.1404
4.235	4.1404
4.24	4.1404
4.245	4.1403
4.25	4.1403
4.255	4.1402
4.26	4.1402
4.265	4.1401
4.27	4.1401
4.275	4.14
4.28	4.14
4.285	4.14
4.29	4.1399
4.295	4.1399
4.3	4.1398
4.305	4.1398
4.31	4.1398
4.315	4.1397
4.32	4.1397
4.325	4.1396
4.33	4.1396
4.335	4.1396
4.34	4.1395
4.345	4.1395
4.35	4.1394
4.355	4.1394
4.36	4.1394
4.365	4.1393
4.37	4.1393
4.375	4.1393
4.38	4.1392
4.385	4.1392
4.39	4.1391
4.395	4.1391
4.4	4.1391
4.405	4.139
4.41	4.139
4.415	4.139
4.42	4.1389
4.425	4.1389
4.43	4.1388
4.435	4.1388
4.44	4.1388
4.445	4.1387
4.45	4.1387
4.455	4.1387
4.46	4.1386
4.465	4.1386
4.47	4.1386
4.475	4.1385
4.48	4.1385
4.485	4.1385
4.49	4.1384
4.495	4.1384
4.5	4.1384
4.505	4.1383
4.51	4.1383
4.515	4.1383
4.52	4.1382
4.525	4.1382
4.53	4.1382
4.535	4.1381
4.54	4.1381
4.545	4.1381
4.55	4.138
4.555	4.138
4.56	4.138
4.565	4.1379
4.57	4.1379
4.575	4.1379
4.58	4.1378
4.585	4.1378
4.59	4.1378
4.595	4.1378
4.6	4.1377
4.605	4.1377
4.61	4.1377
4.615	4.1376
4.62	4.1376
4.625	4.1376
4.63	4.1375
4.635	4.1375
4.64	4.1375
4.645	4.1374
4.65	4.1374
4.655	4.1374
4.66	4.1374
4.665	4.1373
4.67	4.1373
4.675	4.1373
4.68	4.1372
4.685	4.1372
4.69	4.1372
4.695	4.1372
4.7	4.1371
4.705	4.1371
4.71	4.1371
4.715	4.137
4.72	4.137
4.725	4.137
4.73	4.1369
4.735	4.1369
4.74	4.1369
4.745	4.1369
4.75	4.1368
4.755	4.1368
4.76	4.1368
4.765	4.1368
4.77	4.1367
4.775	4.1367
4.78	4.1367
4.785	4.1366
4.79	4.1366
4.795	4.1366
4.8	4.1366
4.805	4.1365
4.81	4.1365
4.815	4.1365
4.815	4.1365
4.82	4.1364
4.825	4.1364
4.83	4.1364
4.83	4.1364
4.835	4.1364
4.84	4.1363
4.845	4.1363
4.85	4.1363
4.855	4.1363
4.86	4.1362
4.865	4.1362
4.87	4.1362
4.875	4.1361
4.88	4.1361
4.885	4.1361
4.89	4.1361
4.895	4.136
4.9	4.136
4.905	4.136
4.91	4.136
4.915	4.1359
4.92	4.1359
4.925	4.1359
4.93	4.1359
4.935	4.1358
4.94	4.1358
4.945	4.1358
4.95	4.1358
4.955	4.1357
4.96	4.1357
4.965	4.1357
4.97	4.1356
4.975	4.1356
4.98	4.1356
4.985	4.1356
4.99	4.1355
4.995	4.1355
5	4.1355
5	4.1355
